date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:00:12	216/216	---M-Z	200	added ('OK')	image/svg+xml	etag:5ff7103df99a12618631942c5ca71391	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1170/h:727/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/img_0768.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1170/h_727/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/img_0768.svg	(from https://tincupchallenge.org/)
13:00:13	218/218	---M-Z	200	added ('OK')	image/svg+xml	etag:cd8959f497bf7f265528e6f2347b6a19	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1042/h:233/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/ev-fishannecollaborativelogo.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1042/h_233/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/ev-fishannecollaborativelogo.svg	(from https://tincupchallenge.org/)
13:00:14	218/218	---M-Z	200	added ('OK')	image/svg+xml	etag:99ad0e88e31953119be72d05ab4db770	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1920/h:777/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/teton-homestead-black.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1920/h_777/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/teton-homestead-black.svg	(from https://tincupchallenge.org/)
13:00:15	218/218	---M-Z	200	added ('OK')	image/svg+xml	etag:d0bb591cc29edfbfa4d003608d739a6d	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1196/h:689/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/cisco-group-stacked.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1196/h_689/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/cisco-group-stacked.svg	(from https://tincupchallenge.org/)
13:00:16	218/218	---M-Z	200	added ('OK')	image/svg+xml	etag:bec83f3839c735a74ea9ba5e37f4590c	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1366/h:751/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/labellelogo2018mountains.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1366/h_751/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/labellelogo2018mountains.svg	(from https://tincupchallenge.org/)
13:00:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:14%20GMT	https://tincupchallenge.org/challengers/tetonia-club/	./tincupchallenge.org/challengers/tetonia-club/index.html	(from https://tincupchallenge.org/)
13:00:17	216/216	---M-Z	200	added ('OK')	image/svg+xml	etag:79d8271ef0e8cac65eb7a4ffd3376670	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1050/h:600/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/century-21-logo-template-2.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1050/h_600/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/century-21-logo-template-2.svg	(from https://tincupchallenge.org/)
13:00:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:15%20GMT	https://tincupchallenge.org/challengers/anne-fish-real-estate/	./tincupchallenge.org/challengers/anne-fish-real-estate/index.html	(from https://tincupchallenge.org/)
13:00:18	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:8d9c102a34b7ede46a60943c8e69c62d	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:568/h:233/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/fisher-creative.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_568/h_233/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/fisher-creative.svg	(from https://tincupchallenge.org/)
13:00:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:16%20GMT	https://tincupchallenge.org/challengers/teton-homestead/	./tincupchallenge.org/challengers/teton-homestead/index.html	(from https://tincupchallenge.org/)
13:00:19	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:0d002b682f709ebfe203d4e328908e63	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1920/h:1080/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/falllinerealty_logo_final_monogramtype_black_horizontal-scaled.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1920/h_1080/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/falllinerealty_logo_final_monogramtype_black_horizontal-scaled.svg	(from https://tincupchallenge.org/)
13:00:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:17%20GMT	https://tincupchallenge.org/challengers/cisco-group-jhsir/	./tincupchallenge.org/challengers/cisco-group-jhsir/index.html	(from https://tincupchallenge.org/)
13:00:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:18%20GMT	https://tincupchallenge.org/challengers/teton-valley-team/	./tincupchallenge.org/challengers/teton-valley-team/index.html	(from https://tincupchallenge.org/)
13:00:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:19%20GMT	https://tincupchallenge.org/challengers/century-21/	./tincupchallenge.org/challengers/century-21/index.html	(from https://tincupchallenge.org/)
13:00:20	215/215	---M-Z	200	added ('OK')	image/svg+xml	etag:bac62f6db0c0ff3bba921f2c18a3e6d8	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:622/h:509/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/garlicfete-jpeg-standard-for-cftv.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_622/h_509/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/garlicfete-jpeg-standard-for-cftv.svg	(from https://tincupchallenge.org/)
13:00:21	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:1937858006d7f7768ffdc542b427c11b	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1920/h:1025/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/general-laundry-1.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1920/h_1025/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/general-laundry-1.svg	(from https://tincupchallenge.org/)
13:00:22	215/215	---M-Z	200	added ('OK')	image/svg+xml	etag:8abe6df0c59d6a5e56719248146f5a15	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:862/h:666/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/fste_vfullcolor.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_862/h_666/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/fste_vfullcolor.svg	(from https://tincupchallenge.org/)
13:00:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:20%20GMT	https://tincupchallenge.org/challengers/fisher-creative/	./tincupchallenge.org/challengers/fisher-creative/index.html	(from https://tincupchallenge.org/)
13:00:23	216/216	---M-Z	200	added ('OK')	image/svg+xml	etag:a5922d6ad01d8c107329d17cc9f0c4fe	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1920/h:881/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/cascade-full-logo-color-scaled.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1920/h_881/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/cascade-full-logo-color-scaled.svg	(from https://tincupchallenge.org/)
13:00:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:21%20GMT	https://tincupchallenge.org/challengers/fall-line-realty-group/	./tincupchallenge.org/challengers/fall-line-realty-group/index.html	(from https://tincupchallenge.org/)
13:00:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:22%20GMT	https://tincupchallenge.org/challengers/garlic-fete/	./tincupchallenge.org/challengers/garlic-fete/index.html	(from https://tincupchallenge.org/)
13:00:24	216/216	---M-Z	200	added ('OK')	image/svg+xml	etag:32769ab7cc117011a82f62f9b919e616	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1331/h:764/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/TAC_PatchLogo.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1331/h_764/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/TAC_PatchLogo.svg	(from https://tincupchallenge.org/)
13:00:25	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:8a9ce9169f120aff55abd064be9f2501	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:2500/h:1932/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/harmony-design-engineering_logo.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_2500/h_1932/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/harmony-design-engineering_logo.svg	(from https://tincupchallenge.org/)
13:00:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:23%20GMT	https://tincupchallenge.org/challengers/general-laundry-co/	./tincupchallenge.org/challengers/general-laundry-co/index.html	(from https://tincupchallenge.org/)
13:00:26	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:b22126549e0f61364c12272f56bcbd7f	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:753/h:200/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/MiLogo.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_753/h_200/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/MiLogo.svg	(from https://tincupchallenge.org/)
13:00:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:24%20GMT	https://tincupchallenge.org/challengers/first-american-title-company/	./tincupchallenge.org/challengers/first-american-title-company/index.html	(from https://tincupchallenge.org/)
13:00:27	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:23c2f4d09c8fcefdd58db2622492eecf	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1080/h:1200/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/jh_vertbw.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1080/h_1200/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/jh_vertbw.svg	(from https://tincupchallenge.org/)
13:00:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:25%20GMT	https://tincupchallenge.org/challengers/chircop-associates/	./tincupchallenge.org/challengers/chircop-associates/index.html	(from https://tincupchallenge.org/)
13:00:28	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:0d9c5adfbd1cb7a0870f5aa5c8dad286	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1552/h:1200/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/gtrlt_blue-final-stacked-scaled.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1552/h_1200/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/gtrlt_blue-final-stacked-scaled.svg	(from https://tincupchallenge.org/)
13:00:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:26%20GMT	https://tincupchallenge.org/challengers/teton-aviation/	./tincupchallenge.org/challengers/teton-aviation/index.html	(from https://tincupchallenge.org/)
13:00:29	215/215	---M-Z	200	added ('OK')	image/svg+xml	etag:f800128fbf53fc8ac2d3e1813b888684	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:600/h:143/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/farm-bureau-insurance-marketing-logo-rgb-horizontal-small-002.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_600/h_143/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/farm-bureau-insurance-marketing-logo-rgb-horizontal-small-002.svg	(from https://tincupchallenge.org/)
13:00:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:27%20GMT	https://tincupchallenge.org/challengers/harmony-design-engineering/	./tincupchallenge.org/challengers/harmony-design-engineering/index.html	(from https://tincupchallenge.org/)
13:00:30	218/218	---M-Z	200	added ('OK')	image/svg+xml	etag:ad557c97bfd4eddeeb62ffc1a85e6078	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1504/h:683/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/textbackground-1.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1504/h_683/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/textbackground-1.svg	(from https://tincupchallenge.org/)
13:00:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:28%20GMT	https://tincupchallenge.org/challengers/mountainside-institute/	./tincupchallenge.org/challengers/mountainside-institute/index.html	(from https://tincupchallenge.org/)
13:00:31	216/216	---M-Z	200	added ('OK')	image/svg+xml	etag:056947b984babb4a75f212d4b49f0c72	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1429/h:978/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/98-logo.rgb_.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1429/h_978/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/98-logo.rgb_.svg	(from https://tincupchallenge.org/)
13:00:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:29%20GMT	https://tincupchallenge.org/challengers/karin-wertheim/	./tincupchallenge.org/challengers/karin-wertheim/index.html	(from https://tincupchallenge.org/)
13:00:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:30%20GMT	https://tincupchallenge.org/challengers/grand-targhee-resort/	./tincupchallenge.org/challengers/grand-targhee-resort/index.html	(from https://tincupchallenge.org/)
13:00:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:31%20GMT	https://tincupchallenge.org/challengers/farm-bureau/	./tincupchallenge.org/challengers/farm-bureau/index.html	(from https://tincupchallenge.org/)
13:00:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:32%20GMT	https://tincupchallenge.org/challengers/ski-hill-dental/	./tincupchallenge.org/challengers/ski-hill-dental/index.html	(from https://tincupchallenge.org/)
13:00:33	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:dda55253921bce7ab5d49d5d42d11abd	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:2500/h:1488/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/heimerl-beard-st-claire_teton-valley-attorney.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_2500/h_1488/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/heimerl-beard-st-claire_teton-valley-attorney.svg	(from https://tincupchallenge.org/)
13:00:34	215/215	---M-Z	200	added ('OK')	image/svg+xml	etag:7c74371619c4ec2888bdf9cf6de34877	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:366/h:228/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/screenshot-2024-05-31-at-1.06.57-pm.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_366/h_228/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/screenshot-2024-05-31-at-1.06.57-pm.svg	(from https://tincupchallenge.org/)
13:00:35	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:b973e4187c92077a817e456bde325295	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1422/h:1200/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/luceylogo_rgb-scaled.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1422/h_1200/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/luceylogo_rgb-scaled.svg	(from https://tincupchallenge.org/)
13:00:36	215/215	---M-Z	200	added ('OK')	image/svg+xml	etag:2296187c2d58da7daca3f661165f87c0	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:450/h:381/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/under-stellas-umbrella_logo.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_450/h_381/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/under-stellas-umbrella_logo.svg	(from https://tincupchallenge.org/)
13:00:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:33%20GMT	https://tincupchallenge.org/challengers/ninety-eight-electric/	./tincupchallenge.org/challengers/ninety-eight-electric/index.html	(from https://tincupchallenge.org/)
13:00:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:35%20GMT	https://tincupchallenge.org/challengers/heimerl-beard-st-clair-attorneys/	./tincupchallenge.org/challengers/heimerl-beard-st-clair-attorneys/index.html	(from https://tincupchallenge.org/)
13:00:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:36%20GMT	https://tincupchallenge.org/challengers/pirate-ship/	./tincupchallenge.org/challengers/pirate-ship/index.html	(from https://tincupchallenge.org/)
13:00:37	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:212b541bffd89845103ec3a67733fb39	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:2500/h:1250/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/Landganics-Banner_white-background.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_2500/h_1250/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/Landganics-Banner_white-background.svg	(from https://tincupchallenge.org/)
13:00:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:37%20GMT	https://tincupchallenge.org/challengers/lucey-electric/	./tincupchallenge.org/challengers/lucey-electric/index.html	(from https://tincupchallenge.org/)
13:00:39	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:48ae381662ee4d981a60f64d40bbbcaf	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:272/h:268/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/with-the-grain_builders.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_272/h_268/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/with-the-grain_builders.svg	(from https://tincupchallenge.org/)
13:00:40	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:c7264b284c481389d74df420599200b8	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1856/h:1434/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/holiday-propane_teton-valley.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1856/h_1434/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/holiday-propane_teton-valley.svg	(from https://tincupchallenge.org/)
13:00:41	216/216	---M-Z	200	added ('OK')	image/svg+xml	etag:dc0e19f2b815ee09e7c27886da4f7d81	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1920/h:589/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/citypass-logo-scaled.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1920/h_589/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/citypass-logo-scaled.svg	(from https://tincupchallenge.org/)
13:00:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:38%20GMT	https://tincupchallenge.org/challengers/under-stellas-umbrella/	./tincupchallenge.org/challengers/under-stellas-umbrella/index.html	(from https://tincupchallenge.org/)
13:00:42	219/219	---M-Z	200	added ('OK')	image/svg+xml	etag:8e5a44ac9fbdfa5a9a6470e54064c092	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1215/h:1200/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/wydahoroasterslogoblack.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1215/h_1200/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/wydahoroasterslogoblack.svg	(from https://tincupchallenge.org/)
13:00:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:39%20GMT	https://tincupchallenge.org/challengers/landganics/	./tincupchallenge.org/challengers/landganics/index.html	(from https://tincupchallenge.org/)
13:00:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:41%20GMT	https://tincupchallenge.org/challengers/with-the-grain/	./tincupchallenge.org/challengers/with-the-grain/index.html	(from https://tincupchallenge.org/)
13:00:43	219/219	---M-Z	200	added ('OK')	image/svg+xml	etag:8ee9a5db56f12c75010b55b5760fbb7b	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1200/h:1200/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/tributary-stack-b.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1200/h_1200/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/tributary-stack-b.svg	(from https://tincupchallenge.org/)
13:00:44	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:e8b169d8a34f53a5589736ff05fd3256	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1024/h:1024/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/FallRiver.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1024/h_1024/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/FallRiver.svg	(from https://tincupchallenge.org/)
13:00:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:42%20GMT	https://tincupchallenge.org/challengers/holiday-propane/	./tincupchallenge.org/challengers/holiday-propane/index.html	(from https://tincupchallenge.org/)
13:00:45	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:510341da27f5f54524d20b01b69d2bc4	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1051/h:1051/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/wilkinsonmontesanobuilders_chgray_90_centered.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1051/h_1051/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/wilkinsonmontesanobuilders_chgray_90_centered.svg	(from https://tincupchallenge.org/)
13:00:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:43%20GMT	https://tincupchallenge.org/challengers/city-pass/	./tincupchallenge.org/challengers/city-pass/index.html	(from https://tincupchallenge.org/)
13:00:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:44%20GMT	https://tincupchallenge.org/challengers/wydaho-roasters/	./tincupchallenge.org/challengers/wydaho-roasters/index.html	(from https://tincupchallenge.org/)
13:00:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:45%20GMT	https://tincupchallenge.org/challengers/tributary/	./tincupchallenge.org/challengers/tributary/index.html	(from https://tincupchallenge.org/)
13:00:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Nov%202025%2020:00:46%20GMT	https://tincupchallenge.org/challengers/fall-river/	./tincupchallenge.org/challengers/fall-river/index.html	(from https://tincupchallenge.org/)
13:00:47	217/217	---M-Z	200	added ('OK')	image/svg+xml	etag:dd3c0566000f93962936d8e6e8486ba1	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:2500/h:1406/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/S.-Allen-Custom-Windows-Covering-High-REZ.jpg	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_2500/h_1406/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/S.-Allen-Custom-Windows-Covering-High-REZ.svg	(from https://tincupchallenge.org/)
13:00:48	219/219	---M-Z	200	added ('OK')	image/svg+xml	etag:a64ae17fe3c5496f2eb6507fc2dd96f4	https://mlkzvchgqxko.i.optimole.com/cb:XVt9.d4c1/w:1805/h:1689/q:eco/g:sm/f:best/https://cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/berning-project-management.png	./mlkzvchgqxko.i.optimole.com/cb_XVt9.d4c1/w_1805/h_1689/q_eco/g_sm/f_best/https_/cftetonvalley.org/wp-content/uploads/tin-cup/challengers-logos/berning-project-management.svg	(from https://tincupchallenge.org/)
